PlayerId,Name,age_2025,last_season,k_pct_projected,pi80_low,pi80_high,pred_sd,reliability,tbf_projected,w_bf,raw_w_rate,stuff_wtd,stuff_delta,stuff_residual,age_adj,league_shift,pred_eb,pred_ridge,n_seasons,is_pos_player
662253,Andrés Muñoz,26,2024,0.311656,0.256387,0.366924,0.043124,0.766531,197.34,445.4,0.338572,121.182071,-9.825003,0.321879,-0.002057,-0.000726,0.319997,0.303314,3,False
682254,Mason Montgomery,25,2024,0.311462,0.217879,0.405046,0.073021,0.214294,78.5,37.0,0.459459,122.395063,0.0,0.821809,-0.002057,-0.000535,0.310275,0.31265,1,False
671305,Michel Otañez,27,2024,0.309032,0.237194,0.38087,0.056053,0.526757,135.5,151.0,0.364238,124.46376,0.0,0.410654,-0.002636,-0.000535,0.319363,0.2987,1,False
650556,Bryan Abreu,28,2024,0.30838,0.259035,0.357725,0.038502,0.811495,248.4,584.0,0.331849,110.910121,-4.69644,0.397527,-0.002636,-0.000808,0.313067,0.303693,3,False
671922,Cade Smith,26,2024,0.306837,0.248146,0.365528,0.045795,0.680545,204.5,289.0,0.356401,104.043505,0.0,0.599953,-0.002057,-0.000535,0.314539,0.299135,1,False
664854,Ryan Helsley,30,2024,0.305013,0.250754,0.359273,0.042337,0.763209,210.125,437.25,0.327273,126.561224,4.839077,0.230043,-0.00657,-0.000594,0.308708,0.301319,3,False
694973,Paul Skenes,23,2024,0.301998,0.254805,0.349192,0.036824,0.791183,317.0,514.0,0.330739,108.492137,0.0,0.424081,0.000424,-0.000535,0.312647,0.291349,1,False
605483,Blake Snell,32,2024,0.301012,0.260247,0.341778,0.031808,0.885626,332.245,1050.45,0.328669,102.943576,7.303328,0.490808,-0.010632,-0.000976,0.305857,0.296168,3,False
681911,Alex Vesia,29,2024,0.299791,0.246547,0.353036,0.041545,0.776989,212.465,472.65,0.323813,113.401671,0.836489,0.331978,-0.00657,-0.000749,0.301382,0.2982,3,False
666374,Matt Brash,27,2023,0.298397,0.239289,0.357505,0.04612,0.659283,209.45,262.5,0.327238,121.030354,9.256505,0.273343,-0.004693,-0.001268,0.302014,0.29478,2,False
607192,Tyler Glasnow,31,2024,0.298071,0.256251,0.339892,0.032631,0.858357,351.01,822.1,0.326846,108.865954,-3.165798,0.399809,-0.010632,-0.001096,0.303633,0.29251,3,False
677053,Andrew Nardi,26,2024,0.296843,0.23932,0.354366,0.044884,0.737556,182.125,381.25,0.320525,106.875479,-0.653621,0.399414,-0.002057,-0.001036,0.296493,0.297193,3,False
661395,Jhoan Duran,27,2024,0.294871,0.240753,0.348989,0.042227,0.777519,198.61,474.1,0.311221,127.306247,-5.318005,0.151912,-0.002636,-0.000786,0.300852,0.28889,3,False
669308,Sean Reynolds,27,2024,0.291806,0.202307,0.381305,0.069834,0.265353,84.5,49.0,0.428571,107.760533,0.0,0.85465,-0.002636,-0.000535,0.289043,0.294568,1,False
656546,Jeff Hoffman,32,2024,0.291671,0.238359,0.344982,0.041598,0.771774,211.875,458.75,0.318583,112.122415,-3.046191,0.322426,-0.010632,-0.000768,0.292292,0.29105,3,False
670955,Edwin Uceta,27,2024,0.290206,0.222184,0.358227,0.053076,0.584897,142.715,191.15,0.331415,101.622792,7.566518,0.527479,-0.002636,-0.000405,0.285032,0.295379,3,False
673380,Dedniel Núñez,29,2024,0.290047,0.216718,0.363376,0.057217,0.498781,127.5,135.0,0.355556,110.642089,0.0,0.509123,-0.00657,-0.000535,0.295488,0.284606,1,False
656945,Tanner Scott,30,2024,0.289482,0.239827,0.339137,0.038744,0.810269,235.535,579.35,0.307068,122.710154,-0.052986,0.164441,-0.00657,-0.000809,0.293327,0.285637,3,False
660271,Shohei Ohtani,30,2023,0.289288,0.243379,0.335197,0.035822,0.802032,327.36,549.6,0.321779,120.441426,-2.260738,0.251588,-0.013141,-0.000891,0.297454,0.281122,2,False
621381,Matt Strahm,33,2024,0.289226,0.236599,0.341853,0.041064,0.791552,206.315,515.15,0.314472,114.265381,1.226169,0.278698,-0.009901,-0.001018,0.291784,0.286667,3,False
676254,Ryan Walker,29,2024,0.286228,0.234398,0.338058,0.040442,0.774449,229.78,465.8,0.31301,111.83841,-1.519869,0.300499,-0.00657,-0.001087,0.29173,0.280727,2,False
489446,Kirby Yates,38,2024,0.28601,0.230376,0.341644,0.04341,0.747191,194.895,400.95,0.33695,94.633933,4.606452,0.66624,-0.016756,-0.001114,0.2863,0.28572,3,False
669373,Tarik Skubal,28,2024,0.285922,0.249801,0.322042,0.028184,0.890739,471.795,1105.95,0.298522,109.727197,4.79306,0.257294,-0.002636,-0.000598,0.289737,0.282106,3,False
678226,Daysbel Hernández,28,2024,0.284373,0.202333,0.366412,0.064013,0.387982,98.2,86.0,0.344186,110.179811,12.251805,0.468315,-0.002636,-0.000763,0.282402,0.286343,2,False
663574,Tony Santillan,28,2024,0.283815,0.212382,0.355248,0.055737,0.550885,125.44,166.4,0.324219,101.52494,12.796791,0.497024,-0.002636,-0.000358,0.277455,0.290175,3,False
641729,Joe Jiménez,30,2024,0.281942,0.230324,0.33356,0.040276,0.786802,220.865,500.65,0.305103,106.923209,-4.965625,0.326072,-0.00657,-0.000774,0.284087,0.279797,3,False
664776,Jake Cousins,30,2024,0.28187,0.214665,0.349076,0.052439,0.599007,142.265,202.65,0.318529,104.194066,7.586744,0.429551,-0.00657,-0.00061,0.277445,0.286296,3,False
643377,Griffin Jax,30,2024,0.281775,0.231097,0.332454,0.039543,0.799782,224.59,541.9,0.300978,109.732341,-3.018065,0.269497,-0.00657,-0.000767,0.282992,0.280558,3,False
679885,Justin Martinez,23,2024,0.28094,0.22554,0.33634,0.043227,0.71611,217.42,342.2,0.290473,119.890867,14.937941,0.111548,0.000424,-0.000698,0.283993,0.277887,2,False
502085,David Robertson,40,2024,0.280634,0.230668,0.330599,0.038987,0.802089,233.38,549.8,0.316752,110.983743,1.34601,0.326115,-0.016756,-0.000778,0.286203,0.275065,3,False
640462,A.J. Puk,30,2024,0.280414,0.230136,0.330692,0.039231,0.798488,231.355,537.55,0.300251,110.848876,-6.144529,0.252168,-0.00657,-0.000719,0.282915,0.277912,3,False
592779,Brock Stewart,33,2024,0.279906,0.20206,0.357753,0.060742,0.49392,100.04,132.4,0.327795,118.59566,-5.599508,0.299734,-0.009901,-0.00134,0.285573,0.27424,2,False
666808,Camilo Doval,27,2024,0.27988,0.229081,0.330679,0.039637,0.79913,222.37,539.7,0.293126,114.689455,-4.854942,0.174211,-0.002636,-0.000785,0.282794,0.276965,3,False
519242,Chris Sale,36,2024,0.279629,0.241868,0.317391,0.029465,0.876831,437.375,965.75,0.312451,103.808002,1.370935,0.402966,-0.016756,-0.000953,0.284972,0.274287,3,False
689147,Orion Kerkering,24,2024,0.279492,0.219613,0.339371,0.046722,0.661747,189.34,265.4,0.292389,119.534146,-5.409741,0.124696,0.000424,-0.000587,0.283979,0.275005,2,False
668881,Hunter Greene,25,2024,0.278565,0.241198,0.315931,0.029156,0.889825,413.965,1095.65,0.289874,114.113242,0.988773,0.16417,-0.002057,-0.000742,0.283503,0.273626,3,False
621237,José Alvarado,30,2024,0.278325,0.224613,0.332036,0.04191,0.762733,206.81,436.1,0.297524,114.316939,-9.009151,0.199319,-0.00657,-0.00068,0.280903,0.275747,3,False
681870,Erik Sabrowski,27,2024,0.278147,0.18878,0.367513,0.06973,0.257309,83.5,47.0,0.404255,104.316465,0.0,0.805169,-0.002636,-0.000535,0.274797,0.281497,1,False
518886,Craig Kimbrel,37,2024,0.278045,0.225008,0.331082,0.041384,0.783104,201.78,489.8,0.315639,111.242911,-10.176748,0.318484,-0.016756,-0.00083,0.284141,0.271949,3,False
621345,A.J. Minter,31,2024,0.277214,0.217376,0.337052,0.04669,0.739371,152.085,384.85,0.304274,115.427745,-9.410025,0.219456,-0.010632,-0.000851,0.281347,0.273082,3,False
669276,Dylan Lee,30,2024,0.276714,0.220518,0.33291,0.043848,0.732221,193.095,370.95,0.299366,104.596378,0.673383,0.332377,-0.00657,-0.000536,0.275032,0.278395,3,False
657585,Reed Garrett,32,2024,0.276565,0.218625,0.334504,0.045209,0.699874,190.435,316.35,0.299352,112.534105,8.227386,0.228707,-0.010632,-0.000728,0.274455,0.278675,3,False
687863,Porter Hodge,24,2024,0.276457,0.20736,0.345555,0.053915,0.547287,142.0,164.0,0.317073,105.468906,0.0,0.406388,0.000424,-0.000535,0.280766,0.272149,1,False
689690,Alek Jacob,27,2024,0.275884,0.189893,0.361875,0.067096,0.317125,89.1,63.0,0.349206,109.162596,-21.927904,0.505947,-0.002636,-0.00069,0.275648,0.27612,2,False
592094,Jason Adam,33,2024,0.275776,0.224425,0.327128,0.040069,0.785961,222.615,498.15,0.298404,109.121187,1.043478,0.264754,-0.009901,-0.000738,0.276641,0.274911,3,False
572955,Pierce Johnson,34,2024,0.275247,0.220653,0.329842,0.042599,0.757863,196.86,424.6,0.302285,104.491924,1.074141,0.346783,-0.009901,-0.001099,0.274961,0.275534,3,False
672860,Prelander Berroa,25,2024,0.274893,0.194207,0.355579,0.062957,0.392912,101.98,87.8,0.316629,111.566863,0.453613,0.328796,-0.002057,-0.000624,0.274643,0.275142,2,False
664126,Pete Fairbanks,31,2024,0.274779,0.215091,0.334466,0.046572,0.706052,166.585,325.85,0.301059,125.815162,-20.673741,0.114269,-0.010632,-0.000956,0.282737,0.26682,3,False
675916,James Karinchak,29,2023,0.273965,0.204896,0.343034,0.053893,0.53898,144.26,158.6,0.333544,102.92437,-12.647753,0.51752,-0.009207,-0.001095,0.275774,0.272156,2,False
623465,Evan Phillips,30,2024,0.273579,0.219515,0.327643,0.042185,0.768345,196.195,449.95,0.287921,117.244128,1.015175,0.122398,-0.00657,-0.00079,0.275004,0.272154,3,False
600917,José Leclerc,31,2024,0.27345,0.2223,0.324599,0.03991,0.785606,224.91,497.1,0.297928,104.054012,-0.425914,0.332643,-0.010632,-0.000798,0.272714,0.274185,3,False
669062,Erik Miller,27,2024,0.273294,0.215225,0.331363,0.04531,0.676739,202.0,284.0,0.306338,102.862914,0.0,0.392171,-0.002636,-0.000535,0.278606,0.267982,1,False
656302,Dylan Cease,29,2024,0.273258,0.24029,0.306225,0.025724,0.916748,514.185,1493.85,0.289085,107.635069,6.504844,0.238728,-0.00657,-0.000803,0.277851,0.268664,3,False
666142,Cole Ragans,27,2024,0.273084,0.236883,0.309285,0.028247,0.886359,470.61,1058.1,0.283763,109.163446,0.60877,0.193249,-0.002636,-0.000817,0.27606,0.270109,3,False
683618,Edgardo Henriquez,23,2024,0.272705,0.173764,0.371645,0.077201,0.093546,67.0,14.0,0.357143,114.541695,0.0,0.508296,0.000424,-0.000535,0.267432,0.277977,1,False
683232,Nick Mears,28,2024,0.271835,0.21412,0.329551,0.045034,0.69628,193.5,311.0,0.283923,106.03378,16.552101,0.238274,-0.002636,-0.000796,0.266748,0.276923,3,False
554340,Yimi García,34,2024,0.271403,0.213448,0.329358,0.045221,0.750767,162.065,408.65,0.285574,113.524676,12.468728,0.150014,-0.009901,-0.000914,0.267505,0.275301,3,False
643410,Mark Leiter Jr.,34,2024,0.270981,0.219527,0.322436,0.040148,0.791856,214.01,516.1,0.305658,87.923598,1.797639,0.652886,-0.009901,-0.000777,0.270219,0.271744,3,False
656730,Trevor Megill,31,2024,0.270829,0.211767,0.329892,0.046085,0.715036,167.24,340.4,0.288925,116.132638,-2.423259,0.13911,-0.010632,-0.000678,0.26988,0.271778,3,False
669211,Keegan Akin,30,2024,0.269799,0.21933,0.320267,0.039379,0.785012,234.735,495.35,0.282931,109.639627,4.396248,0.183761,-0.00657,-0.000431,0.268329,0.271269,3,False
642100,Gabe Speier,30,2024,0.268957,0.202693,0.335221,0.051704,0.657606,127.655,260.55,0.292842,109.465541,-11.164924,0.235988,-0.00657,-0.001201,0.269432,0.268482,3,False
673540,Kodai Senga,32,2024,0.268905,0.204241,0.333568,0.050455,0.762857,111.64,436.4,0.29835,101.549353,5.76614,0.372724,-0.010632,-0.002089,0.268694,0.269116,2,False
642547,Freddy Peralta,29,2024,0.26814,0.233299,0.302982,0.027186,0.901668,474.395,1243.95,0.286266,100.343391,-3.454695,0.332484,-0.00657,-0.000945,0.272581,0.2637,3,False
691587,Eury Pérez,22,2023,0.267713,0.209099,0.326327,0.045735,0.62323,232.04,224.4,0.28877,110.899948,0.0,0.200305,0.000847,-0.002164,0.272952,0.262474,1,False
596112,Robert Stephenson,32,2023,0.267244,0.202838,0.33165,0.050254,0.604156,161.105,207.05,0.316107,107.939175,8.586196,0.365717,-0.021264,-0.0009,0.265219,0.269269,2,False
592662,Robbie Ray,33,2024,0.266742,0.208003,0.325481,0.045832,0.752134,152.765,411.65,0.289081,101.634238,-5.947174,0.326844,-0.009901,0.000342,0.264182,0.269302,3,False
607481,Aaron Bummer,31,2024,0.266476,0.213015,0.319937,0.041714,0.76643,202.115,445.15,0.283725,113.986256,0.193866,0.136046,-0.010632,-0.000993,0.265942,0.26701,3,False
666208,Alex Speas,27,2024,0.265871,0.166668,0.365074,0.077406,0.100756,64.72,15.2,0.289474,114.792794,10.98,0.215929,-0.002636,-0.001307,0.258071,0.27367,2,False
700187,Troy Taylor,23,2024,0.265787,0.184591,0.346982,0.063355,0.373858,100.5,81.0,0.308642,108.693658,0.0,0.329246,0.000424,-0.000535,0.268757,0.262817,1,False
650633,Michael King,30,2024,0.265485,0.229121,0.301849,0.028374,0.885992,455.825,1054.25,0.284847,99.204835,-8.974961,0.344038,-0.00657,-0.000842,0.270082,0.260888,3,False
621053,Tyler Ferguson,31,2024,0.265032,0.200933,0.329132,0.050015,0.604098,163.5,207.0,0.299517,113.52709,0.0,0.219851,-0.010632,-0.000535,0.271272,0.258793,1,False
623149,Paul Sewald,35,2024,0.264963,0.207457,0.32247,0.044871,0.746317,165.91,399.1,0.291155,118.986782,-3.819202,0.120833,-0.016756,-0.000848,0.267513,0.262413,3,False
664849,Danny Young,31,2024,0.264829,0.198423,0.331235,0.051815,0.592442,145.72,197.2,0.287525,110.421837,9.072989,0.199406,-0.010632,-0.000629,0.260741,0.268917,3,False
445276,Kenley Jansen,37,2024,0.264505,0.209642,0.319369,0.042809,0.756647,189.38,421.8,0.291489,123.487303,-3.576869,0.083815,-0.016756,-0.000669,0.270042,0.258969,3,False
676395,Robert Garcia,29,2024,0.264329,0.207347,0.321312,0.044462,0.70691,193.12,327.2,0.289731,103.214837,0.160779,0.307081,-0.00657,-0.000915,0.265137,0.263521,2,False
672841,Carlos Vargas,25,2023,0.263579,0.166109,0.361048,0.076053,0.088674,70.12,13.2,0.318182,114.608642,0.0,0.350073,-0.001633,-0.002164,0.259991,0.267166,1,False
663556,Shane McClanahan,28,2023,0.263221,0.216126,0.310315,0.036747,0.788498,298.175,505.75,0.277805,113.454591,-1.666887,0.11295,-0.005273,-0.000821,0.267129,0.259312,2,False
685801,Hunter Bigge,27,2024,0.262407,0.179773,0.34504,0.064476,0.349852,96.5,73.0,0.328767,103.849541,0.0,0.488218,-0.002636,-0.000535,0.263325,0.261488,1,False
605540,Brandon Woodruff,32,2023,0.262334,0.206959,0.317709,0.043208,0.731079,198.08,368.8,0.300705,108.774902,-0.807637,0.280985,-0.021264,-0.000382,0.264232,0.260436,2,False
668674,Lucas Erceg,30,2024,0.262219,0.207962,0.316477,0.042336,0.748433,201.56,403.6,0.279485,110.415623,2.570965,0.157529,-0.00657,-0.001143,0.264202,0.260237,2,False
664294,Dauri Moreta,29,2023,0.262148,0.198819,0.325478,0.049414,0.595118,175.54,199.4,0.297141,102.697814,9.410292,0.352361,-0.009207,-0.001314,0.259426,0.264871,2,False
657746,Joe Ryan,29,2024,0.262141,0.224912,0.299371,0.029049,0.894695,390.46,1152.6,0.275941,103.9384,2.582389,0.226186,-0.00657,-0.000848,0.26403,0.260252,3,False
601713,Nick Pivetta,32,2024,0.261908,0.225836,0.297981,0.028146,0.899765,419.775,1217.75,0.281708,101.458534,0.391856,0.291988,-0.010632,-0.000695,0.264865,0.258951,3,False
523260,Joe Kelly,37,2024,0.261899,0.199996,0.323803,0.048301,0.690952,147.53,303.3,0.295252,109.570614,-6.580947,0.244594,-0.016756,-0.000802,0.262972,0.260827,3,False
671737,Taj Bradley,24,2024,0.26188,0.222029,0.301731,0.031095,0.862923,376.6,854.0,0.27096,108.406419,0.296352,0.140008,0.000424,-0.001062,0.266689,0.257071,2,False
622250,Josh Sborz,31,2024,0.261607,0.191886,0.331329,0.054402,0.632019,110.9,233.0,0.290987,106.22218,-5.69108,0.270596,-0.010632,-0.001227,0.260085,0.26313,3,False
656529,Sam Hentges,28,2024,0.261382,0.197035,0.325729,0.050208,0.695973,127.455,310.55,0.276284,102.852416,-0.759095,0.246894,-0.002636,-0.000851,0.258835,0.263929,3,False
664076,Garrett Cleavinger,31,2024,0.261286,0.204841,0.317732,0.044043,0.706783,199.1,327.0,0.277064,112.540566,-0.143108,0.120478,-0.010632,-0.000541,0.259197,0.263376,3,False
548384,Brooks Raley,37,2024,0.260634,0.187822,0.333446,0.056814,0.641974,94.325,243.25,0.275231,117.248084,16.043884,0.06086,-0.016756,-0.001042,0.253466,0.267802,3,False
808967,Yoshinobu Yamamoto,26,2024,0.259302,0.206796,0.311809,0.040969,0.730652,244.0,368.0,0.285326,96.994755,0.0,0.386104,-0.002057,-0.000535,0.263502,0.255103,1,False
656755,Bryce Montes de Oca,29,2022,0.259276,0.160269,0.358283,0.077253,0.046729,68.265,6.65,0.315789,115.510714,0.0,0.37964,-0.011843,0.000864,0.252078,0.266475,1,False
666171,Ryan Zeferjahn,27,2024,0.259236,0.174846,0.343625,0.065847,0.320545,92.0,64.0,0.28125,115.740769,0.0,0.119724,-0.002636,-0.000535,0.264237,0.254235,1,False
622780,Angel Perdomo,31,2023,0.259114,0.179413,0.338815,0.062189,0.341009,113.82,70.2,0.376068,100.606128,0.0,0.741866,-0.017203,-0.002164,0.256694,0.261534,1,False
676879,Aaron Ashby,27,2024,0.259071,0.195291,0.322852,0.049767,0.677699,136.125,285.25,0.270289,109.259131,-1.037562,0.127796,-0.002636,0.00028,0.260295,0.257848,2,False
806185,Hayden Birdsong,23,2024,0.258081,0.202564,0.313598,0.043319,0.698975,217.5,315.0,0.279365,99.591534,0.0,0.314175,0.000424,-0.000535,0.261763,0.254399,1,False
680704,Nick Sandlin,28,2024,0.258039,0.205141,0.310936,0.041274,0.76931,203.64,452.4,0.269562,104.209181,-8.402694,0.191809,-0.002636,-0.000857,0.257857,0.258221,3,False
543037,Gerrit Cole,34,2024,0.257855,0.218922,0.296788,0.030378,0.895309,332.015,1160.15,0.27768,109.791161,-0.226864,0.153995,-0.009901,-0.000892,0.263785,0.251925,3,False
687792,DJ Herz,24,2024,0.257804,0.206069,0.309539,0.040368,0.737937,251.0,382.0,0.277487,98.800608,0.0,0.31712,0.000424,-0.000535,0.262062,0.253546,1,False
573124,Taylor Rogers,34,2024,0.257707,0.205496,0.309919,0.040739,0.777665,207.05,474.5,0.277766,106.74564,-7.526917,0.195928,-0.009901,-0.000697,0.258914,0.256501,3,False
676962,Ben Brown,25,2024,0.257672,0.195231,0.320114,0.048722,0.620702,171.0,222.0,0.288288,99.723325,0.0,0.356778,-0.002057,-0.000535,0.260434,0.254911,1,False
650671,José Quijada,29,2024,0.257436,0.184807,0.330066,0.056671,0.552883,110.375,167.75,0.280179,103.804279,0.792704,0.254754,-0.00657,-0.000281,0.252199,0.262674,3,False
678020,Seth Halvorsen,25,2024,0.257383,0.16883,0.345935,0.069095,0.253221,83.0,46.0,0.282609,113.771143,0.0,0.154187,-0.002057,-0.000535,0.26069,0.254076,1,False
621114,Ryan Burr,31,2024,0.257294,0.187023,0.327566,0.054831,0.531092,131.365,153.65,0.321835,93.024559,-3.161247,0.631954,-0.010632,-0.000411,0.254737,0.259852,2,False
595014,Blake Treinen,37,2024,0.257151,0.191419,0.322884,0.051289,0.583367,152.595,189.95,0.30587,105.05333,-7.016304,0.35774,-0.016756,-0.000492,0.259683,0.254619,2,False
661563,Luis Gil,27,2024,0.257008,0.214897,0.29912,0.032859,0.825923,379.165,643.65,0.268391,105.635052,-0.665803,0.164743,-0.002636,-0.000521,0.259879,0.254137,2,False
607074,Carlos Rodón,32,2024,0.256907,0.221722,0.292091,0.027454,0.894981,470.01,1156.1,0.273635,110.690537,3.727268,0.122869,-0.010632,-0.000476,0.260054,0.253759,3,False
686752,Ryan Pepiot,27,2024,0.256652,0.214203,0.2991,0.033122,0.835775,344.64,690.4,0.259994,107.089968,11.441763,0.101346,-0.002636,-0.000647,0.253642,0.259662,3,False
628452,Raisel Iglesias,35,2024,0.25656,0.204902,0.308217,0.040307,0.780968,211.97,483.7,0.281373,104.571584,9.452889,0.24428,-0.016756,-0.000753,0.253729,0.25939,3,False
682842,Abner Uribe,25,2024,0.256228,0.180302,0.332153,0.059243,0.511769,100.62,142.2,0.26301,114.896182,-2.134597,0.028826,-0.002057,-0.001408,0.257633,0.254822,2,False
656629,Michael Kopech,29,2024,0.256032,0.211055,0.301009,0.035094,0.856012,252.25,806.5,0.254371,108.879696,29.633344,0.047636,-0.00657,-0.000951,0.245606,0.266458,3,False
666157,Nick Lodolo,27,2024,0.255908,0.213744,0.298072,0.0329,0.846297,331.895,746.95,0.262467,104.613309,-0.52559,0.148795,-0.002636,-0.000463,0.255145,0.256672,3,False
663485,Cole Sands,27,2024,0.255862,0.202815,0.30891,0.041392,0.747473,216.955,401.55,0.267464,95.821248,5.905872,0.317206,-0.002636,-0.000597,0.249851,0.261874,3,False
676760,Ron Marinaccio,29,2024,0.255638,0.190903,0.320373,0.050511,0.677775,128.135,285.35,0.274049,102.633098,-0.291936,0.239239,-0.00657,-0.000927,0.252294,0.258982,3,False
657571,Caleb Ferguson,28,2024,0.255496,0.203003,0.30799,0.040959,0.77252,205.67,460.7,0.264706,103.398475,-5.559619,0.17903,-0.002636,-0.000957,0.253632,0.257361,3,False
672282,Reid Detmers,25,2024,0.255443,0.214609,0.296276,0.031861,0.876864,313.005,966.05,0.261374,102.816928,2.174605,0.169711,-0.002057,-0.000913,0.254563,0.256322,3,False
656638,Alex Lange,29,2024,0.25541,0.193238,0.317582,0.048511,0.725001,131.765,357.65,0.271494,102.457236,-2.270348,0.228297,-0.00657,-0.000951,0.252376,0.258444,3,False
664747,Alexis Díaz,28,2024,0.255345,0.203741,0.306949,0.040265,0.787537,207.085,502.85,0.269762,95.732082,0.384606,0.329703,-0.002636,-0.000843,0.253646,0.257043,3,False
640451,Hunter Harvey,30,2024,0.255317,0.20063,0.310004,0.042671,0.753619,189.095,414.95,0.267382,106.674454,-3.254928,0.145668,-0.00657,-0.000903,0.253248,0.257387,3,False
670970,Adrian Morejon,26,2024,0.255212,0.199904,0.31052,0.043155,0.719369,203.575,347.75,0.246154,120.632918,26.114578,-0.120659,-0.002057,-0.00046,0.250327,0.260097,3,False
656876,Drew Rasmussen,29,2024,0.255125,0.196769,0.313481,0.045534,0.758724,149.06,426.6,0.250703,112.219866,12.53091,-0.011549,-0.00657,-0.00027,0.244529,0.265721,3,False
605130,Scott Barlow,32,2024,0.254605,0.20346,0.30575,0.039907,0.793692,208.59,521.9,0.272753,102.098562,2.156988,0.238665,-0.010632,-0.000823,0.252155,0.257055,3,False
625643,Reynaldo López,31,2024,0.254532,0.213764,0.295299,0.03181,0.85481,357.07,798.7,0.27526,102.131967,-15.198732,0.250122,-0.010632,-0.00072,0.257119,0.251945,3,False
687847,Marc Church,24,2024,0.254487,0.152969,0.356005,0.079212,0.028641,62.0,4.0,0.25,109.953333,0.0,0.261239,0.000424,-0.000535,0.248085,0.260889,1,False
579328,Yusei Kikuchi,34,2024,0.254435,0.220529,0.28834,0.026456,0.906478,485.89,1314.9,0.272264,101.298313,5.552329,0.247018,-0.009901,-0.000886,0.257178,0.251691,3,False
656427,Jack Flaherty,29,2024,0.254302,0.217923,0.290681,0.028386,0.889986,429.345,1097.45,0.268213,98.129648,1.206273,0.279001,-0.00657,-0.00104,0.254998,0.253606,3,False
681293,Spencer Arrighetti,25,2024,0.25371,0.21143,0.295991,0.032991,0.823281,376.0,632.0,0.27057,100.367957,0.0,0.255558,-0.002057,-0.000535,0.259657,0.247763,1,False
641656,Ian Hamilton,30,2024,0.253644,0.193279,0.31401,0.047102,0.695769,156.225,310.25,0.265592,106.831233,-1.271384,0.135366,-0.00657,-0.001271,0.250191,0.257097,3,False
670950,Trevor Richards,32,2024,0.253493,0.204287,0.302698,0.038394,0.806203,227.235,564.35,0.272349,103.799863,-5.462763,0.210775,-0.010632,-0.000837,0.253253,0.253732,3,False
691172,Yosver Zulueta,27,2024,0.253443,0.170427,0.336458,0.064775,0.337145,94.5,69.0,0.289855,107.907596,0.0,0.252992,-0.002636,-0.000535,0.25584,0.251045,1,False
657240,Julian Merryweather,33,2024,0.253406,0.187784,0.319028,0.051203,0.686778,119.345,297.45,0.27181,114.604466,-13.173613,0.071019,-0.009901,-0.001335,0.256476,0.250337,3,False
665795,Edward Cabrera,27,2024,0.25293,0.210246,0.295614,0.033305,0.851885,305.225,780.25,0.261519,99.523259,-2.314248,0.222312,-0.002636,-0.000896,0.252011,0.253849,3,False
663558,Jovani Morán,28,2023,0.252709,0.185682,0.319735,0.052299,0.552956,150.38,167.8,0.284267,101.042537,-3.564191,0.317141,-0.005273,-0.001128,0.251566,0.253851,2,False
